abstract,Repetition,ZH_EN,EN_ZH,model,BLEU,CHRF,TER,Semantic Similarity
"<正>元素观：物质是由元素组成的；元素可以分为不同的类别，不同元素具有不同的性质，同类元素具有相似的性质；物质的性质与元素组成有关，可以按照元素组成来分类物质；化学反应前后元素的种类不变……分类观：选择分类的对象及分类的视角(特征),元素的分类，物质的分类，变化的分类，化学反应的分类，化学反应条件的分类，物质性质的分类，物质结构的分类，实验探究中影响变量的分类，实验原理、实验仪器、实验操作的分类……微粒观：物质是由微观粒子构成的；",3,"Element Perspective: Matter is composed of elements; elements can be divided into different categories, different elements have different properties, elements of the same kind have similar properties; the properties of matter are related to the elemental composition, matter can be classified according to elemental composition; the types of elements remain unchanged before and after a chemical reaction... Classification Perspective: Select the object of classification and the perspective (characteristics) of classification, classification of elements, classification of matter, classification of changes, classification of chemical reactions, classification of chemical reaction conditions, classification of properties of matter, classification of structures of matter, classification of influencing variables in experimental investigations, classification of experimental principles, experimental instruments, and experimental operations... Particle Perspective: Matter is composed of microscopic particles;","元素观：物质是由元素组成的；元素可以分为不同类别，不同元素性质不同，同种元素性质相似；物质的性质与元素组成有关，物质可以根据元素组成进行分类；化学反应前后元素种类不变……
分类观：选择分类对象和分类角度（特征），元素的分类、物质的分类、变化的分类、化学反应的分类、化学反应条件的分类、物质性质的分类、物质结构的分类、实验探究中影响变量的分类、实验原理的分类、实验仪器和实验操作的分类……
粒子观：物质是由微观粒子构成的；",Gemini-2FTE,0.6777882718387883,0.8441558441558441,0.03469873261889771,0.427470911788188
"<正>《生命的化学》创刊于1980年,为中国生物化学与分子生物学会主办,面向国内外公开发行的生物综合类学术期刊。中国科技核心期刊,已被美国化学文摘(CA)、日本科学技术振兴机构数据库(JST)、中国科技论文与引文数据库(CSTPCD)、中国生物学文摘数据库(CBA)、中国期刊网等国内外数据库收录。2015年入选中国科协精品期刊。设有研究论文、综述、教学、研究前沿、技术与方法、中医药生化等栏目。",1,"Life's Chemistry, founded in 1980, is a comprehensive biology academic journal sponsored by the Chinese Society of Biochemistry and Molecular Biology and publicly distributed both domestically and internationally. It is a Chinese core science and technology journal, and has been indexed by international and domestic databases such as Chemical Abstracts (CA) of the United States, Japan Science and Technology Agency Database (JST), Chinese Science and Technology Paper and Citation Database (CSTPCD), Chinese Biological Abstracts Database (CBA), and China National Knowledge Infrastructure (CNKI). In 2015, it was selected as a China Association for Science and Technology (CAST) Excellent Journal. It features sections including research papers, reviews, teaching, research frontiers, techniques and methods, and Traditional Chinese Medicine Biochemistry.",《生命化学》创刊于1980年，是一本综合性生物学学术期刊，由中国生物化学与分子生物学会主办，国内外公开发行。它是中国科技核心期刊，并被国内外数据库收录，如美国《化学文摘》(CA)、日本科学技术振兴机构数据库 (JST)、中国科学技术论文与引文数据库 (CSTPCD)、中国生物学文摘数据库 (CBA) 和中国知网 (CNKI)。2015年，入选为中国科学技术协会 (CAST) 优秀科技期刊。设有研究论文、综述、教学、研究前沿、技术与方法、中医药生物化学等栏目。,Gemini-2FTE,0.6001032968932506,0.8888888888888888,0.03605324112779008,0.3330150391358835
"<正>《生命的化学》创刊于1980年,为中国生物化学与分子生物学会主办,面向国内外公开发行的生物综合类学术期刊。中国科技核心期刊,已被美国化学文摘(CA)、日本科学技术振兴机构数据库(JST)、中国科技论文与引文数据库(CSTPCD)、中国生物学文摘数据库(CBA)、中国期刊网等国内外数据库收录。2015年入选中国科协精品期刊。设有研究论文、综述、教学、研究前沿、技术与方法、中医药生化等栏目。",2,"《生命的化学》was founded in 1980, sponsored by the Chinese Society of Biochemistry and Molecular Biology, and is a comprehensive academic journal of biology openly published both domestically and internationally. It is a Chinese Science and Technology Core Journal, and has been indexed by domestic and international databases such as Chemical Abstracts (CA, USA), Japan Science and Technology Agency Database (JST), Chinese Science and Technology Paper and Citation Database (CSTPCD), Chinese Biological Abstracts Database (CBA), and China National Knowledge Infrastructure (CNKI). In 2015, it was selected as a High-Quality Journal of CAST. It features columns such as Research Papers, Reviews, Teaching, Research Frontiers, Techniques and Methods, and Biochemistry of Traditional Chinese Medicine, etc.",《生命的化学》创刊于一九八〇年，由中国生物化学与分子生物学会主办，并是一本国内外公开发行的综合性生物学学术期刊。是中国科技核心期刊，并被国内外数据库收录，如《化学文摘》(CA，美国)、日本科学技术振兴机构数据库 (JST)、中国科学技术论文与引文数据库 (CSTPCD)、中国生物学文摘数据库 (CBA) 和中国知网 (CNKI) 等。二〇一五年入选中国科协高质量科技期刊。设有研究论文、综述、教学、研究前沿、技术与方法、中医药生物化学等栏目。,Gemini-2FTE,0.602292058852363,0.8282828282828283,0.03830162371175062,0.368023208756115
"<正>《生命的化学》创刊于1980年,为中国生物化学与分子生物学会主办,面向国内外公开发行的生物综合类学术期刊。中国科技核心期刊,已被美国化学文摘(CA)、日本科学技术振兴机构数据库(JST)、中国科技论文与引文数据库(CSTPCD)、中国生物学文摘数据库(CBA)、中国期刊网等国内外数据库收录。2015年入选中国科协精品期刊。设有研究论文、综述、教学、研究前沿、技术与方法、中医药生化等栏目。",3,"""Chemistry of Life"" was founded in 1980. It is sponsored by the Chinese Society of Biochemistry and Molecular Biology and is a comprehensive biological academic journal openly published both domestically and internationally. It is a Chinese core science and technology journal, and has been indexed by databases both domestically and internationally such as Chemical Abstracts (CA) of the United States, Japan Science and Technology Agency Database (JST), Chinese Science and Technology Paper and Citation Database (CSTPCD), Chinese Biological Abstracts Database (CBA), and China National Knowledge Infrastructure (CNKI). In 2015, it was selected as a China Association for Science and Technology (CAST) Excellent Journal. It features columns such as research papers, reviews, teaching, research frontiers, techniques and methods, and biochemistry of traditional Chinese medicine.",《生命的化学》创刊于1980年。它由中国生物化学与分子生物学会主办，是一本国内外公开发行的综合性生物学学术期刊。它是中国科技核心期刊，并被国内外数据库收录，如美国化学文摘（CA）、日本科学技术振兴机构数据库（JST）、中国科学技术论文与引文数据库（CSTPCD）、中国生物学文摘数据库（CBA）和中国知网（CNKI）。2015年，它被评为中国科学技术协会（CAST）优秀期刊。设有研究论文、综述、教学、研究前沿、技术与方法、中药生物化学等栏目。,Gemini-2FTE,0.5735943642964283,0.8484848484848485,0.035912808933179,0.3894822481359571
<正>名称:化学试剂期刊1．可在微信公众号免费阅读、下载《化学试剂》电子刊，方便快捷;2．了解化学试剂行业资讯及热点报道，获取试剂领域科普知识;3．及时查看国内化学领域会议资讯及内容。《化学试剂》期刊是您了解试剂行业的窗口，掌握知识的平台!,1,"Name: Chemical Reagent Journal
1.  You can freely read and download the electronic journal ""Chemical Reagent"" on the WeChat official account, which is convenient and fast;
2.  Understand chemical reagent industry information and hot topic reports, and acquire popular science knowledge in the reagent field;
3.  Timely check domestic chemical field conference information and content.
""Chemical Reagent"" journal is your window to understand the reagent industry and a platform to master knowledge!","化学试剂期刊

1. 您可以在微信公众号上免费阅读和下载电子期刊《化学试剂》，方便快捷；
2. 了解化学试剂行业资讯和热点专题报道，获取试剂领域科普知识；
3. 及时查阅国内化学领域会议信息及内容。

《化学试剂》期刊是您了解试剂行业的窗口，更是您掌握知识的平台！",Gemini-2FTE,0.5362778990061087,0.8589743589743589,0.07566699233714512,0.3568305651342666
<正>名称:化学试剂期刊1．可在微信公众号免费阅读、下载《化学试剂》电子刊，方便快捷;2．了解化学试剂行业资讯及热点报道，获取试剂领域科普知识;3．及时查看国内化学领域会议资讯及内容。《化学试剂》期刊是您了解试剂行业的窗口，掌握知识的平台!,2,"Name: Chemical Reagent Journal
1. You can freely read and download the e-journal of ""Chemical Reagent"" on the WeChat official account, conveniently and quickly.
2. Learn about chemical reagent industry information and hot topics, and acquire popular science knowledge in the field of reagents.
3. Check the latest domestic conference information and content in the field of chemistry in a timely manner.
""Chemical Reagent"" Journal is your window to understand the reagent industry and a platform to master knowledge!","化学试剂期刊
1. 您可以在微信公众号方便快捷地免费阅读和下载《化学试剂》电子期刊。
2. 了解化学试剂行业资讯和热点，并获取试剂领域的科普知识。
3. 及时查看最新的国内化学领域会议信息及内容。
《化学试剂》期刊是您了解试剂行业的窗口，掌握知识的平台！",Gemini-2FTE,0.5589565568382148,0.8461538461538461,0.07875339793736785,0.29121941856368966
<正>名称:化学试剂期刊1．可在微信公众号免费阅读、下载《化学试剂》电子刊，方便快捷;2．了解化学试剂行业资讯及热点报道，获取试剂领域科普知识;3．及时查看国内化学领域会议资讯及内容。《化学试剂》期刊是您了解试剂行业的窗口，掌握知识的平台!,3,"Name: Chemical Reagents Journal
1.  You can read and download the electronic journal ""Chemical Reagents"" for free on the WeChat official account, conveniently and quickly;
2.  Understand industry information and hot topics of chemical reagents, and acquire popular science knowledge in the field of reagents;
3.  Timely view domestic chemical field conference information and content.
""Chemical Reagents"" journal is your window to understand the reagent industry and a platform to master knowledge!","名称：化学试剂期刊
1. 您可以在微信公众号上免费便捷地阅读和下载《化学试剂》电子期刊；
2. 了解化学试剂行业资讯和热点，掌握试剂领域的科普知识；
3. 及时查看国内化学领域会议信息和内容。
《化学试剂》期刊是您了解试剂行业的窗口，掌握知识的平台！",Gemini-2FTE,0.5315284776213994,0.8205128205128205,0.07359790660209146,0.3376188405811771
"<正>2024年三季度,全国规模以上工业产能利用率为75.1%,比上年同期下降0.5个百分点,比二季度上升0.2个百分点。分三大门类看, 2024年三季度,采矿业产能利用率为74.6%;制造业产能利用率为75.2%;电力、热力、燃气及水生产和供应业产能利用率为74.3%。分主要行业看, 2024年三季度,煤炭开采和洗选业产能利用率为72.7%,食品制造业为70.7%,纺织业为77.9%,非金属矿物制品业为61.7%,黑色金属冶炼和压延加工业为77.4%,有色金属冶炼和压延加工业为78.4%,通用设备制造业为78.7%,专用设备制造业为75.8%,汽车制造业为73.2%,电气机械和器材制造业为75.6%,",2,"In the third quarter of 2024, the national capacity utilization rate of industrial enterprises above a designated size was 75.1%, a decrease of 0.5 percentage points compared with the same period last year, and an increase of 0.2 percentage points compared with the second quarter.  Looking at the three major categories, in the third quarter of 2024, the capacity utilization rate of the mining industry was 74.6%; the manufacturing industry was 75.2%; and the production and supply of electricity, heat, gas and water was 74.3%. Looking at major industries, in the third quarter of 2024, the capacity utilization rate of coal mining and washing industry was 72.7%, food manufacturing was 70.7%, textile industry was 77.9%, non-metallic mineral products industry was 61.7%, ferrous metal smelting and rolling processing industry was 77.4%, non-ferrous metal smelting and rolling processing industry was 78.4%, general equipment manufacturing was 78.7%, special equipment manufacturing was 75.8%, automobile manufacturing was 73.2%, and electrical machinery and equipment manufacturing was 75.6%.",2024年第三季度，全国规模以上工业企业产能利用率为75.1%，比上年同期下降0.5个百分点，比上季度上升0.2个百分点。分三大门类看，2024年第三季度，采矿业产能利用率为74.6%；制造业为75.2%；电力、热力、燃气及水生产和供应业为74.3%。分主要行业看，2024年第三季度，煤炭开采和洗选业产能利用率为72.7%，食品制造业为70.7%，纺织业为77.9%，非金属矿物制品业为61.7%，黑色金属冶炼和压延加工业为77.4%，有色金属冶炼和压延加工业为78.4%，通用设备制造业为78.7%，专用设备制造业为75.8%，汽车制造业为73.2%，电气机械和器材制造业为75.6%。,Gemini-2FTE,0.6702841884934208,0.9313725490196079,0.041993261117843315,0.4120943443501935
<正>东南大学化学化工学院前身是原中央大学重要的院系之一，最早于1920年成立了化学系，1928年成立了化学工程系，1988年恢复建立化学化工系，2006年成立化学化工学院。学院现拥有“化学工程与技术”和“化学”一级学科博士点，“化学”和“化学工程与技术”一级学科硕士点，另有“材料物理和化学”二级博士点和硕士点，其中“应用化学”和“新材料”学科为江苏省优势学科，并建有“化学工程与技术”博士后科研流动站。学院现设有化学系、化学工程系、化学生物与制药工程系三个系，先后设立了精细化工研究所、制药工程研究所，拥有江苏省分子铁电科学与应用重点实验室、江苏省生物药物高技术研究重点实验室、江苏省光电功能材料工程实验室、江苏省富碳材料与器件工程实验室等。学院设有教学实验中心，并同楼宇共享校级分析测试中心设备资源，为教学科研提供了优越的实验条件。学院现有教职工（含全职博士后、专职科研）136名，其中专任教师103名，98%,2,"<正>The predecessor of the School of Chemistry and Chemical Engineering of Southeast University was one of the important departments of the former National Central University. The Department of Chemistry was first established in 1920, the Department of Chemical Engineering was established in 1928, the Department of Chemistry and Chemical Engineering was re-established in 1988, and the School of Chemistry and Chemical Engineering was established in 2006. The school currently has doctoral programs in the first-level disciplines of ""Chemical Engineering and Technology"" and ""Chemistry,"" master's programs in the first-level disciplines of ""Chemistry"" and ""Chemical Engineering and Technology,"" and also doctoral and master's programs in the second-level discipline of ""Materials Physics and Chemistry."" Among them, ""Applied Chemistry"" and ""New Materials"" are advantageous disciplines in Jiangsu Province, and a postdoctoral research station for ""Chemical Engineering and Technology"" is established. The school currently has three departments: Department of Chemistry, Department of Chemical Engineering, and Department of Chemical Biology and Pharmaceutical Engineering. It has successively established the Institute of Fine Chemical Engineering and the Institute of Pharmaceutical Engineering. It has the Jiangsu Provincial Key Laboratory of Molecular Ferroelectric Science and Application, the Jiangsu Provincial Key Laboratory of High-Tech Research for Bio-pharmaceuticals, the Jiangsu Provincial Engineering Laboratory for Photoelectric Functional Materials, and the Jiangsu Provincial Engineering Laboratory for Rich-Carbon Materials and Devices, etc. The school has a teaching experimental center and shares equipment resources of the university-level Analysis and Testing Center in the same building, providing excellent experimental conditions for teaching and research. The school currently has 136 faculty and staff members (including full-time postdoctoral fellows and full-time researchers), of whom 103 are full-time teachers, and 98%",<正>东南大学化学化工学院的前身是原国立中央大学的重要系科之一。化学系始建于1920年，化学工程系始建于1928年，化学与化学工程系于1988年重建，化学化工学院于2006年成立。学院现有“化学工程与技术”和“化学”一级学科博士学位授权点、“化学”和“化学工程与技术”一级学科硕士学位授权点，以及“材料物理与化学”二级学科博士和硕士学位授权点。其中“应用化学”和“新材料”为江苏省优势学科，并设有“化学工程与技术”博士后科研流动站。学院现有化学系、化学工程系、化学生物与制药工程系三个系。先后成立了精细化工研究所和制药工程研究所。拥有江苏省分子铁电科学与应用重点实验室、江苏省生物医药高技术研究重点实验室、江苏省光电功能材料工程实验室、江苏省富碳材料与器件工程实验室等。学院设有教学实验中心，并在同一楼宇内共享校级分析测试中心的设备资源，为教学和科研提供了优良的实验条件。学院现有教职工136人（含专职博士后和专职科研人员），其中专任教师103人，98%,Gemini-2FTE,0.6997614855970284,0.9407407407407408,0.022380149495444347,0.35097566463211377
<正>东南大学化学化工学院前身是原中央大学重要的院系之一，最早于1920年成立了化学系，1928年成立了化学工程系，1988年恢复建立化学化工系，2006年成立化学化工学院。学院现拥有“化学工程与技术”和“化学”一级学科博士点，“化学”和“化学工程与技术”一级学科硕士点，另有“材料物理和化学”二级博士点和硕士点，其中“应用化学”和“新材料”学科为江苏省优势学科，并建有“化学工程与技术”博士后科研流动站。学院现设有化学系、化学工程系、化学生物与制药工程系三个系，先后设立了精细化工研究所、制药工程研究所，拥有江苏省分子铁电科学与应用重点实验室、江苏省生物药物高技术研究重点实验室、江苏省光电功能材料工程实验室、江苏省富碳材料与器件工程实验室等。学院设有教学实验中心，并同楼宇共享校级分析测试中心设备资源，为教学科研提供了优越的实验条件。学院现有教职工（含全职博士后、专职科研）136名，其中专任教师103名，98%,3,"<正>The predecessor of the School of Chemistry and Chemical Engineering of Southeast University was one of the important departments of the former National Central University. The Department of Chemistry was established as early as 1920, the Department of Chemical Engineering was established in 1928, the Department of Chemistry and Chemical Engineering was re-established in 1988, and the School of Chemistry and Chemical Engineering was established in 2006. The School currently has doctoral programs in first-level disciplines of ""Chemical Engineering and Technology"" and ""Chemistry,"" master's programs in first-level disciplines of ""Chemistry"" and ""Chemical Engineering and Technology,"" and also doctoral and master's programs in the second-level discipline of ""Materials Physics and Chemistry."" Among them, ""Applied Chemistry"" and ""New Materials"" are advantageous disciplines in Jiangsu Province, and a postdoctoral research station for ""Chemical Engineering and Technology"" is established. The School currently has three departments: Department of Chemistry, Department of Chemical Engineering, and Department of Chemical Biology and Pharmaceutical Engineering. It has successively established the Institute of Fine Chemical Engineering and the Institute of Pharmaceutical Engineering. It also has the Jiangsu Provincial Key Laboratory of Molecular Ferroelectric Science and Application, the Jiangsu Provincial Key Laboratory of High-Tech Research on Biopharmaceuticals, the Jiangsu Provincial Engineering Laboratory of Photoelectric Functional Materials, and the Jiangsu Provincial Engineering Laboratory of Rich-Carbon Materials and Devices, etc. The School has a teaching experimental center and shares equipment resources of the university-level Analysis and Testing Center in the same building, providing excellent experimental conditions for teaching and research. The School currently has 136 faculty and staff members (including full-time postdoctoral fellows and full-time researchers), of which 103 are full-time teachers, 98%",东南大学化学化工学院的前身是原国立中央大学的重要系科之一。化学系早在1920年建立，化学工程系于1928年建立，化学与化学工程系于1988年重建，化学化工学院于2006年建立。学院现有“化学工程与技术”和“化学”一级学科博士点，“化学”和“化学工程与技术”一级学科硕士点，以及“材料物理与化学”二级学科博士和硕士点。其中，“应用化学”和“新型材料”为江苏省优势学科，并设有“化学工程与技术”博士后科研流动站。学院现设化学系、化学工程系、化学生物与制药工程系三个系。先后成立了精细化工研究所和制药工程研究所。还拥有江苏省分子铁电科学与应用重点实验室、江苏省生物医药高技术研究重点实验室、江苏省光电功能材料工程实验室、江苏省富碳材料与器件工程实验室等。学院设有教学实验中心，并与校级分析测试中心在同一楼内共享仪器设备资源，为教学和科研提供优良的实验条件。学院现有教职工136人（含专职博士后和专职科研人员），其中专任教师103人，98%,Gemini-2FTE,0.6917330580909907,0.9185185185185185,0.022380149495444347,0.35097566463211377
"目的 本研究旨在评估化学发光法（CLIA）在临床肿瘤标志物检测中的灵敏度与特异性，尤其是在早期肿瘤筛查中的应用效果。方法 选取2024年3月至6月期间A医院体检中心的1246例血清样本，分析AFP、CEA、CA-125、CA-199等肿瘤标志物的化学发光法检测结果。通过与临床诊断结果对比，评估其灵敏度、特异性及预测值（PPV和NPV）。数据采用SPSS 26.0软件进行统计分析，用卡方检验、t检验等方法进行组间比较。结果 化学发光法检测结果表明，CA-125的灵敏度最高（89.5%）,AFP和CA-199的灵敏度分别为80.3%和85.7%,CEA灵敏度最低（68.5%）。在特异性方面，CEA表现最佳（95.8%）,AFP、CA-199和CA-125的特异性分别为92.4%、90.3%和88.2%。不同肿瘤标志物在肝癌、卵巢癌、胃癌和结直肠癌中的灵敏度表现存在显著差异（P <0.05）。结论 化学发光法在肿瘤标志物的检测中具有高灵敏度和高特异性，能够为肿瘤的早期诊断提供重要的支持。不同标志物在不同肿瘤类型中的表现存在差异，临床应根据肿瘤类型选择合适的标志物进行联合检测，以提高早期诊断的准确性。",1,"Objective: This study aims to evaluate the sensitivity and specificity of chemiluminescence immunoassay (CLIA) in the detection of clinical tumor markers, particularly its application in early tumor screening.
Methods: 1246 serum samples were collected from the health examination center of Hospital A between March and June 2024. Chemiluminescence immunoassay results for tumor markers such as AFP, CEA, CA-125, and CA-199 were analyzed. Sensitivity, specificity, and predictive values (PPV and NPV) were evaluated by comparing with clinical diagnostic results. Data were statistically analyzed using SPSS 26.0 software, and inter-group comparisons were conducted using methods such as chi-square test and t-test.
Results: Chemiluminescence immunoassay results indicated that CA-125 had the highest sensitivity (89.5%), followed by AFP and CA-199 with sensitivities of 80.3% and 85.7%, respectively, while CEA had the lowest sensitivity (68.5%). In terms of specificity, CEA showed the best performance (95.8%), while AFP, CA-199, and CA-125 had specificities of 92.4%, 90.3%, and 88.2%, respectively. Significant differences in sensitivity were observed among different tumor markers for liver cancer, ovarian cancer, gastric cancer, and colorectal cancer (P < 0.05).
Conclusion: Chemiluminescence immunoassay demonstrates high sensitivity and specificity in tumor marker detection, providing significant support for early tumor diagnosis. The performance of different markers varies across different tumor types. Clinically, appropriate markers should be selected for combined detection based on tumor type to improve the accuracy of early diagnosis.","目的：本研究旨在评估化学发光免疫分析法(CLIA)在检测临床肿瘤标志物中的敏感性和特异性，特别是其在早期肿瘤筛查中的应用。
方法：于2024年3月至6月期间，从A医院体检中心收集了1246份血清样本。分析了甲胎蛋白(AFP)、癌胚抗原(CEA)、糖类抗原125 (CA-125)和糖类抗原199 (CA-199)等肿瘤标志物的化学发光免疫分析结果。通过与临床诊断结果进行比较，评估了敏感性、特异性以及预测值（PPV和NPV）。使用SPSS 26.0软件对数据进行统计分析，组间比较采用卡方检验和t检验等方法。
结果：化学发光免疫分析结果显示，CA-125的敏感性最高（89.5%），其次是AFP和CA-199，敏感性分别为80.3%和85.7%，而CEA的敏感性最低（68.5%）。在特异性方面，CEA表现最佳（95.8%），而AFP、CA-199和CA-125的特异性分别为92.4%、90.3%和88.2%。在肝癌、卵巢癌、胃癌和结直肠癌的不同肿瘤标志物之间，敏感性存在显著差异（P < 0.05）。
结论：化学发光免疫分析法在肿瘤标志物检测中表现出较高的敏感性和特异性，为早期肿瘤诊断提供了重要支持。不同标志物在不同肿瘤类型中的表现有所不同。临床上，应根据肿瘤类型选择合适的标志物进行联合检测，以提高早期诊断的准确性。",Gemini-2FTE,0.6201757333202708,0.93125,0.015007670182552307,0.4071970277891837
"目的 本研究旨在评估化学发光法（CLIA）在临床肿瘤标志物检测中的灵敏度与特异性，尤其是在早期肿瘤筛查中的应用效果。方法 选取2024年3月至6月期间A医院体检中心的1246例血清样本，分析AFP、CEA、CA-125、CA-199等肿瘤标志物的化学发光法检测结果。通过与临床诊断结果对比，评估其灵敏度、特异性及预测值（PPV和NPV）。数据采用SPSS 26.0软件进行统计分析，用卡方检验、t检验等方法进行组间比较。结果 化学发光法检测结果表明，CA-125的灵敏度最高（89.5%）,AFP和CA-199的灵敏度分别为80.3%和85.7%,CEA灵敏度最低（68.5%）。在特异性方面，CEA表现最佳（95.8%）,AFP、CA-199和CA-125的特异性分别为92.4%、90.3%和88.2%。不同肿瘤标志物在肝癌、卵巢癌、胃癌和结直肠癌中的灵敏度表现存在显著差异（P <0.05）。结论 化学发光法在肿瘤标志物的检测中具有高灵敏度和高特异性，能够为肿瘤的早期诊断提供重要的支持。不同标志物在不同肿瘤类型中的表现存在差异，临床应根据肿瘤类型选择合适的标志物进行联合检测，以提高早期诊断的准确性。",2,"Purpose: This study aims to evaluate the sensitivity and specificity of chemiluminescence immunoassay (CLIA) in the detection of clinical tumor markers, especially its application effect in early tumor screening.
Methods: 1246 serum samples from the health examination center of Hospital A from March to June 2024 were selected to analyze the chemiluminescence immunoassay detection results of tumor markers such as AFP, CEA, CA-125, and CA-199. By comparing with clinical diagnostic results, its sensitivity, specificity, and predictive values (PPV and NPV) were evaluated. Data were statistically analyzed using SPSS 26.0 software, and inter-group comparisons were performed using chi-square tests, t-tests, and other methods.
Results: The chemiluminescence immunoassay detection results showed that CA-125 had the highest sensitivity (89.5%), while the sensitivities of AFP and CA-199 were 80.3% and 85.7%, respectively, and CEA had the lowest sensitivity (68.5%). In terms of specificity, CEA performed best (95.8%), and the specificities of AFP, CA-199, and CA-125 were 92.4%, 90.3%, and 88.2%, respectively. There were significant differences in the sensitivity of different tumor markers in liver cancer, ovarian cancer, gastric cancer, and colorectal cancer (P < 0.05).
Conclusion: Chemiluminescence immunoassay has high sensitivity and high specificity in the detection of tumor markers, and can provide important support for the early diagnosis of tumors. The performance of different markers varies in different tumor types. Clinically, appropriate markers should be selected for combined detection according to the tumor type to improve the accuracy of early diagnosis.","目的：本研究旨在评估化学发光免疫分析法 (CLIA) 在检测临床肿瘤标志物中的灵敏度和特异性，特别是其在早期肿瘤筛查中的应用效果。
方法：选取2024年3月至6月期间A医院体检中心1246例血清样本，分析AFP、CEA、CA-125和CA-199等肿瘤标志物的化学发光免疫分析检测结果。通过与临床诊断结果对比，评估其灵敏度、特异性及预测值（PPV和NPV）。采用SPSS 26.0软件对数据进行统计分析，组间比较采用卡方检验、t检验等方法。
结果：化学发光免疫分析检测结果显示，CA-125的灵敏度最高（89.5%），AFP和CA-199的灵敏度分别为80.3%和85.7%，CEA的灵敏度最低（68.5%）。在特异性方面，CEA表现最佳（95.8%），AFP、CA-199和CA-125的特异性分别为92.4%、90.3%和88.2%。不同肿瘤标志物在肝癌、卵巢癌、胃癌和结直肠癌中的灵敏度存在显著差异（P < 0.05）。
结论：化学发光免疫分析法在肿瘤标志物检测中具有较高的灵敏度和特异性，可为肿瘤的早期诊断提供重要支持。不同标志物在不同肿瘤类型中的表现存在差异。临床上应根据肿瘤类型选择合适的标志物进行联合检测，以提高早期诊断的准确性。",Gemini-2FTE,0.7929277200839021,0.96875,0.013338997567487826,0.573152077840389
"目的 本研究旨在评估化学发光法（CLIA）在临床肿瘤标志物检测中的灵敏度与特异性，尤其是在早期肿瘤筛查中的应用效果。方法 选取2024年3月至6月期间A医院体检中心的1246例血清样本，分析AFP、CEA、CA-125、CA-199等肿瘤标志物的化学发光法检测结果。通过与临床诊断结果对比，评估其灵敏度、特异性及预测值（PPV和NPV）。数据采用SPSS 26.0软件进行统计分析，用卡方检验、t检验等方法进行组间比较。结果 化学发光法检测结果表明，CA-125的灵敏度最高（89.5%）,AFP和CA-199的灵敏度分别为80.3%和85.7%,CEA灵敏度最低（68.5%）。在特异性方面，CEA表现最佳（95.8%）,AFP、CA-199和CA-125的特异性分别为92.4%、90.3%和88.2%。不同肿瘤标志物在肝癌、卵巢癌、胃癌和结直肠癌中的灵敏度表现存在显著差异（P <0.05）。结论 化学发光法在肿瘤标志物的检测中具有高灵敏度和高特异性，能够为肿瘤的早期诊断提供重要的支持。不同标志物在不同肿瘤类型中的表现存在差异，临床应根据肿瘤类型选择合适的标志物进行联合检测，以提高早期诊断的准确性。",3,"Objective This study aims to evaluate the sensitivity and specificity of chemiluminescence immunoassay (CLIA) in clinical tumor marker detection, especially its application effect in early tumor screening.
Methods 1246 serum samples were collected from the health examination center of Hospital A from March to June 2024. The chemiluminescence immunoassay detection results of tumor markers such as AFP, CEA, CA-125, and CA-199 were analyzed. By comparing with clinical diagnostic results, its sensitivity, specificity, and predictive values (PPV and NPV) were evaluated. Data were statistically analyzed using SPSS 26.0 software, and inter-group comparisons were performed using methods such as chi-square test and t-test.
Results The chemiluminescence immunoassay detection results showed that CA-125 had the highest sensitivity (89.5%), while the sensitivities of AFP and CA-199 were 80.3% and 85.7%, respectively, and CEA had the lowest sensitivity (68.5%). In terms of specificity, CEA performed best (95.8%), while the specificities of AFP, CA-199, and CA-125 were 92.4%, 90.3%, and 88.2%, respectively. There were significant differences in the sensitivity of different tumor markers in liver cancer, ovarian cancer, gastric cancer, and colorectal cancer (P < 0.05).
Conclusion Chemiluminescence immunoassay has high sensitivity and specificity in the detection of tumor markers, and can provide important support for the early diagnosis of tumors. The performance of different markers varies in different tumor types. Clinically, appropriate markers should be selected for combined detection according to the tumor type to improve the accuracy of early diagnosis.","目的 本研究旨在评估化学发光免疫分析法（CLIA）在临床肿瘤标志物检测中的灵敏度和特异度，尤其是在早期肿瘤筛查中的应用效果。
方法 收集了A医院体检中心2024年3月至6月的1246份血清样本。分析了AFP、CEA、CA-125和CA-199等肿瘤标志物的化学发光免疫分析检测结果。通过与临床诊断结果对比，评估了其灵敏度、特异度及预测值（PPV和NPV）。采用SPSS 26.0软件进行数据统计分析，组间比较采用卡方检验、t检验等方法。
结果 化学发光免疫分析检测结果显示，CA-125的灵敏度最高（89.5%），AFP和CA-199的灵敏度分别为80.3%和85.7%，CEA的灵敏度最低（68.5%）。在特异度方面，CEA表现最佳（95.8%），AFP、CA-199和CA-125的特异度分别为92.4%、90.3%和88.2%。不同肿瘤标志物在肝癌、卵巢癌、胃癌和结直肠癌的灵敏度方面存在显著差异（P < 0.05）。
结论 化学发光免疫分析法在肿瘤标志物检测中具有较高的灵敏度和特异度，可为肿瘤的早期诊断提供重要支持。不同标志物在不同肿瘤类型中的表现存在差异。临床上应根据肿瘤类型选择合适的标志物进行联合检测，以提高早期诊断的准确性。",Gemini-2FTE,0.7684161565564183,0.9625,0.014878986411998104,0.4941144619920645
